iter	Logloss
203	0.4434260916
204	0.4425228997
205	0.4417551837
206	0.4410344362
207	0.4403328598
208	0.4393712607
209	0.4383886971
210	0.4374666864
211	0.4363846481
212	0.4355344176
213	0.4348087473
214	0.4340244721
215	0.4332421016
216	0.4322656529
217	0.431339841
218	0.4302696342
219	0.429390276
220	0.4286455079
221	0.4275209714
222	0.4267645749
223	0.4260314134
224	0.4249323227
225	0.4241062186
226	0.4234092805
227	0.4224512333
228	0.421603509
229	0.4207609431
230	0.4197984121
231	0.4187653579
232	0.4181432805
233	0.4175804637
234	0.4168953625
235	0.4161588333
236	0.4154527675
237	0.4146712693
238	0.4135915691
239	0.412868581
240	0.4120510464
241	0.4113673432
242	0.4106269614
243	0.4099906006
244	0.4092232883
245	0.4080970883
246	0.4073763734
247	0.4068471329
248	0.4059697417
249	0.4050631767
250	0.4043722559
251	0.4036295143
252	0.4026662951
253	0.4018215943
254	0.4010222527
255	0.4001762433
256	0.3995113969
257	0.3983538801
258	0.3976901065
259	0.3968691609
260	0.3962181779
261	0.3954689963
262	0.3947161219
263	0.3940471953
264	0.3932279972
265	0.3926732486
266	0.3920429701
267	0.3913458125
268	0.3904188059
269	0.3897903209
270	0.3892574148
271	0.3885524327
272	0.387677087
273	0.3870915554
274	0.3866446506
275	0.3856319406
276	0.3847745359
277	0.3841199848
278	0.3832972646
279	0.3825924749
280	0.3818040382
281	0.3811833831
282	0.3805429529
283	0.3798863183
284	0.3792073198
285	0.3784630773
286	0.3779962076
287	0.377135033
288	0.376423367
289	0.3758427812
290	0.3752896867
291	0.3745751367
292	0.3740849346
293	0.3734356856
294	0.372665492
295	0.3720637587
296	0.371471256
297	0.3707110624
298	0.3700023266
299	0.3695362007
300	0.3688603667
301	0.368035517
302	0.3671214012
303	0.366479363
304	0.3660089726
305	0.3652919043
306	0.3647105572
307	0.3639322533
308	0.3632148423
309	0.3624974625
310	0.3620362079
311	0.3613856963
312	0.3607335795
313	0.3598603538
314	0.3592122536
315	0.3586439775
316	0.3580122996
317	0.3575254855
318	0.3567636311
319	0.3561868437
320	0.3553396938
321	0.354650022
322	0.3540822186
323	0.3534466137
324	0.3527860492
325	0.3521182632
326	0.351320726
327	0.3507061127
328	0.349814438
329	0.3490079953
330	0.3482405245
331	0.3474760543
332	0.3467985026
333	0.3462214836
334	0.3455555073
335	0.3448935503
336	0.3442569443
337	0.3436957422
338	0.3429818248
339	0.3424319828
340	0.3417707831
341	0.3413285166
342	0.3405390693
343	0.3400208219
344	0.3394435373
345	0.3387203935
346	0.3381856368
347	0.3376873366
348	0.3372699957
349	0.3367442922
350	0.3359698206
351	0.3355760615
352	0.3350192769
353	0.3343630541
354	0.3336485015
355	0.3331006535
356	0.3324453966
357	0.3319615139
358	0.3313755596
359	0.3308846097
360	0.33043146
361	0.3299104896
362	0.3295395564
363	0.3287998289
364	0.3282324523
365	0.3276213326
366	0.3272040662
367	0.326495684
368	0.3260293915
369	0.3254475214
370	0.3247480487
371	0.3240540095
372	0.3235237937
373	0.3229987526
374	0.3225347589
375	0.321812669
376	0.3213726431
377	0.3206954111
378	0.3200266619
379	0.3195070001
380	0.3189711503
381	0.3184500066
382	0.3176841438
383	0.3171259856
384	0.3165934885
385	0.3160325438
386	0.3154663714
387	0.3149281374
388	0.3143760305
389	0.3136355525
390	0.3128336018
391	0.3121117855
392	0.3115807582
393	0.3111443804
394	0.310578926
395	0.309907752
396	0.3095071573
397	0.3090314919
398	0.3085504405
399	0.3081765432
400	0.3076638552
401	0.3070803352
402	0.3066131595
403	0.3061194515
404	0.3055918786
405	0.3050280349
406	0.3043403084
407	0.3036334352
408	0.3031340851
409	0.3025540411
410	0.3021117584
411	0.3014382652
412	0.3007945527
413	0.3002844453
414	0.2999367497
415	0.2993054512
416	0.2989091521
417	0.2982855683
418	0.2977849584
419	0.2969620905
420	0.2965319522
421	0.2961278368
422	0.2954702066
423	0.2950991351
424	0.294644074
425	0.293953943
426	0.2934019389
427	0.2928244539
428	0.2922632762
429	0.2917554338
430	0.2909095192
431	0.2904801409
432	0.2900235626
433	0.2895144766
434	0.289090013
435	0.2884878245
436	0.2879957922
437	0.2875053381
438	0.2870645401
439	0.286299887
440	0.2858036567
441	0.2852515185
442	0.284936848
443	0.2844989557
444	0.2841741199
445	0.2837120606
446	0.2831639187
447	0.2827573933
448	0.2819382657
449	0.2814580229
450	0.2808618857
451	0.2804035179
452	0.2799314572
453	0.2795548358
454	0.2790932127
455	0.2785080983
456	0.2780868059
457	0.2775173594
458	0.2770600929
459	0.2765083868
460	0.2760952223
461	0.2755039294
462	0.2750449126
463	0.2744120048
464	0.2738757797
465	0.2733557996
466	0.2729775879
467	0.2723764899
468	0.2717951441
469	0.2714087245
470	0.2708997157
471	0.2703537006
472	0.2699261673
473	0.269564928
474	0.2691202584
475	0.2687241367
476	0.2681468251
477	0.2677600438
478	0.2670452026
479	0.2666059936
480	0.2662411793
481	0.2656389028
482	0.2651312703
483	0.2647453425
484	0.2643024949
485	0.2639724721
486	0.2636689313
487	0.263360732
488	0.2629276866
489	0.2626142123
490	0.262259104
491	0.2618821006
492	0.2615297423
493	0.2612024058
494	0.2605775798
495	0.2602942518
496	0.2598228509
497	0.2595631223
498	0.2593083395
499	0.2588275522
500	0.2583384175
501	0.2579307041
502	0.2573889616
503	0.2569367926
504	0.2567001554
505	0.2563017702
506	0.2557869675
507	0.2553538043
508	0.2549326217
509	0.2544706965
510	0.2538848574
511	0.2534486191
512	0.253103053
513	0.2527370358
514	0.2522629499
515	0.2519350431
516	0.2515714778
517	0.251149802
518	0.2507453913
519	0.2502770993
520	0.2498932684
521	0.2494066371
522	0.2490059232
523	0.2486048422
524	0.2482366968
525	0.2478936301
526	0.2475051961
527	0.2470723973
528	0.2467403547
529	0.246342403
530	0.245954519
531	0.2452926202
532	0.244890106
533	0.2445266464
534	0.2440151071
535	0.2436359741
536	0.2432805923
537	0.2428326674
538	0.2424942838
539	0.2420469482
540	0.2416345748
541	0.2412084463
542	0.240837215
543	0.2404058955
544	0.2400296615
545	0.2395947792
546	0.2392307019
547	0.2388716299
548	0.2384176173
549	0.2380034883
550	0.2376214997
551	0.2371494445
552	0.2367858467
553	0.2365216071
554	0.2362194346
555	0.2359771701
556	0.2355638444
557	0.2351981456
558	0.2347081696
559	0.2343970266
560	0.2339977283
561	0.2335830859
562	0.2331398468
563	0.2327400974
564	0.2323285084
565	0.2320235548
566	0.2316080088
567	0.2313402282
568	0.2310161563
569	0.2306550552
570	0.230312006
571	0.2300971313
572	0.2298498533
573	0.2295249226
574	0.229258708
575	0.2288335494
576	0.228461695
577	0.2281550928
578	0.2276424847
579	0.2273576625
580	0.226936809
581	0.2264245992
582	0.2260325429
583	0.2257064269
584	0.2251612856
585	0.2248453593
586	0.2245062278
587	0.2242051119
588	0.2237556333
589	0.2232955654
590	0.222994356
591	0.2226809168
592	0.2223342576
593	0.2219159576
594	0.2216396345
595	0.2213120488
596	0.2210590826
597	0.2207679112
598	0.2204554542
599	0.220088551
600	0.2198242735
601	0.2195145054
602	0.2191141194
603	0.218855335
604	0.2184210813
605	0.2180465419
606	0.2177943682
607	0.2175261121
608	0.2171681483
609	0.2169242474
610	0.2165519731
611	0.2162773406
612	0.2159810865
613	0.2156992473
614	0.2153823132
615	0.2150460834
616	0.2147756111
617	0.2143205973
618	0.2140389857
619	0.2138343467
620	0.2134870169
621	0.2130737183
622	0.2127855664
623	0.2125059109
624	0.2122869343
625	0.2119296207
626	0.2116140534
627	0.2112959637
628	0.2110924287
629	0.2108130753
630	0.2105368863
631	0.210200601
632	0.2098122578
633	0.2094913884
634	0.2091178447
635	0.2087309984
636	0.2084012316
637	0.2080891661
638	0.2078093358
639	0.2075722177
640	0.2072031132
641	0.206815064
642	0.2065554248
643	0.206229745
644	0.2059328908
645	0.2056834684
646	0.2053834891
647	0.2050683918
648	0.2047208006
649	0.2044414905
650	0.204154547
651	0.2039265727
652	0.2036461478
653	0.2033739022
654	0.2031292712
655	0.2028700018
656	0.2026440298
657	0.2023750503
658	0.201927456
659	0.2016133246
660	0.2013642829
661	0.2011957602
662	0.2008510598
663	0.2005859708
664	0.2002691329
665	0.2000365027
666	0.1997262307
667	0.1994490312
668	0.1993201768
669	0.1991147589
670	0.1988208375
671	0.1986034418
672	0.1982308288
673	0.1979963996
674	0.1977757906
675	0.1975091303
676	0.1972607239
677	0.1969356239
678	0.1964344098
679	0.1961679892
680	0.19588916
681	0.1956259784
682	0.1953238113
683	0.1951082132
684	0.1947867897
685	0.1945069514
686	0.1943031915
687	0.1940391348
688	0.1938112595
689	0.1936039654
690	0.1933328022
691	0.1930465183
692	0.1927839789
693	0.1924421882
694	0.1921219379
695	0.1917605265
696	0.191620572
697	0.1913766482
698	0.1911367178
699	0.1909075176
700	0.1906837374
701	0.190422749
702	0.1901489469
703	0.1898264113
704	0.189605045
705	0.1893319027
706	0.1890955161
707	0.1888241565
708	0.1885463826
709	0.1882188794
710	0.1880006519
711	0.1877710724
712	0.1874545772
713	0.1871069616
714	0.1868538965
715	0.1865182831
716	0.1863039217
717	0.1860663972
718	0.1858358586
719	0.1855369021
720	0.1851937121
721	0.1849202852
722	0.1846452261
723	0.1844605478
724	0.1841979609
725	0.1839716692
726	0.1836827126
727	0.1834704889
728	0.1832571409
729	0.1830212013
730	0.1828402958
731	0.1826507029
732	0.1825100969
733	0.1822671145
734	0.1819794977
735	0.1817890108
736	0.1815413386
737	0.1813090579
738	0.1810733811
739	0.1808740361
740	0.1806350648
741	0.1804190251
742	0.1801889227
743	0.1799572354
744	0.1797448966
745	0.1795348471
746	0.1793152961
747	0.1790384095
748	0.1787628531
749	0.1784414744
750	0.1782662814
751	0.1780255532
752	0.1777738441
753	0.1775488528
754	0.1773563881
755	0.177198601
756	0.1769765615
757	0.1767327081
758	0.1764347635
759	0.1761624827
760	0.1759316434
761	0.1756750548
762	0.1754152125
763	0.1752231731
764	0.1749800471
765	0.1748198027
766	0.1746365374
767	0.1743771678
768	0.1740865504
769	0.1739314944
770	0.1736451279
771	0.1733410128
772	0.173052166
773	0.1727763008
774	0.1725653573
775	0.1723218818
776	0.1719353809
777	0.1716999208
778	0.1714807424
779	0.1712126217
780	0.1710398996
781	0.1708139154
782	0.1706590382
783	0.1704563106
784	0.1702511243
785	0.1700408093
786	0.1697734107
787	0.1694956517
788	0.1692863053
789	0.1690634218
790	0.1688352756
791	0.1686848714
792	0.1685232087
793	0.168323376
794	0.1681632345
795	0.1678586805
796	0.1675183705
797	0.1673467335
798	0.1670657559
799	0.1668490009
800	0.1665986099
801	0.1664175649
802	0.1662520509
803	0.1660357416
804	0.1658133174
805	0.1655390168
806	0.1652642014
807	0.1649736599
808	0.1647234491
809	0.1645682549
810	0.1643951034
811	0.1641773622
812	0.1640057388
813	0.1637903479
814	0.1635755422
815	0.1633408368
816	0.163140236
817	0.1629574814
818	0.1626323719
819	0.1624084521
820	0.1621743441
821	0.161810115
822	0.161564659
823	0.1613796665
824	0.1611192741
825	0.1608631638
826	0.1606049944
827	0.1603150097
828	0.1601151838
829	0.1599231715
830	0.1596554965
831	0.1594432606
832	0.15918281
833	0.1589644321
834	0.1588209353
835	0.1585599685
836	0.1583755545
837	0.1582121253
838	0.1579882408
839	0.1577312066
840	0.1575181999
841	0.1572297717
842	0.1570443227
843	0.1567467383
844	0.1565880369
845	0.1563882855
846	0.1561512581
847	0.1559848826
848	0.1558141654
849	0.1555818468
850	0.1554260552
851	0.1552027681
852	0.15505267
853	0.1548342989
854	0.1546903334
855	0.1544743519
856	0.1542954594
857	0.1541040174
858	0.1539571258
859	0.1537409926
860	0.1535728262
861	0.1533493305
862	0.1531786309
863	0.1530390856
864	0.1528136012
865	0.1526150893
866	0.152395583
867	0.1522417109
868	0.152036144
869	0.1518647603
870	0.1517043019
871	0.1515231756
872	0.1512985595
873	0.1511017965
874	0.1508760263
875	0.1507311247
876	0.1506036832
877	0.1504243545
878	0.1502622732
879	0.1500754383
880	0.1499132121
881	0.1497422646
882	0.1495660422
883	0.1494071037
884	0.1492346972
885	0.1489737345
886	0.1488170854
887	0.148681092
888	0.1485041448
889	0.1483237784
890	0.1481641694
891	0.1479860138
892	0.1478067135
893	0.1476674662
894	0.1473995325
895	0.1472058161
896	0.146971347
897	0.146780264
898	0.1466337517
899	0.1464424438
900	0.1462216059
901	0.1460349736
902	0.1458853944
903	0.1456616121
904	0.1454477242
905	0.1451586661
906	0.1450195516
907	0.1448575123
908	0.1447189708
909	0.1445696977
910	0.1443962963
911	0.1441887692
912	0.144017309
913	0.1438135064
914	0.1436825002
915	0.1435134871
916	0.1433075883
917	0.1431321292
918	0.1429626942
919	0.1428056583
920	0.1426280554
921	0.1424782534
922	0.142340085
923	0.1421721835
924	0.141998547
925	0.1418713257
926	0.1417391727
927	0.1415248222
928	0.141312654
929	0.1411496719
930	0.140960757
931	0.1408169005
932	0.1407111903
933	0.1404848898
934	0.1403187202
935	0.1401117864
936	0.139867047
937	0.1397027949
938	0.1395281127
939	0.1393603283
940	0.1391724626
941	0.1390305832
942	0.1388893371
943	0.1387491876
944	0.1385981793
945	0.1384481503
946	0.138312478
947	0.1380561028
948	0.1379157691
949	0.1376737045
950	0.1375322057
951	0.137373971
952	0.1372284672
953	0.137031822
954	0.1368705359
955	0.1367184019
956	0.136607143
957	0.1364709437
958	0.1363098262
959	0.1361505017
960	0.1360139989
961	0.135850779
962	0.1356774074
963	0.1355389993
964	0.1353861324
965	0.135083926
966	0.1349410604
967	0.1348287375
968	0.1346725957
969	0.1344923702
970	0.1343734535
971	0.1342441812
972	0.1340949068
973	0.133941332
974	0.1337493489
975	0.1336349804
976	0.1334951154
977	0.1333123744
978	0.1331671314
979	0.1330038865
980	0.1328509619
981	0.1327369538
982	0.1325782172
983	0.1324023361
984	0.132257767
985	0.1320465708
986	0.1318796128
987	0.1317155605
988	0.1315646443
989	0.1314587823
990	0.1313373318
991	0.13115692
992	0.1309776746
993	0.1308595579
994	0.1307429488
995	0.1305852546
996	0.1304272975
997	0.1302816583
998	0.1301402558
999	0.1299716011
